N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,t_0,first_loss_time,kappa_1_at_t0,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,0,39.0,39.0,9.20664,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,1,102.0,102.0,8.87903,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,2,38.0,38.0,8.88601,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,3,17.0,17.0,9.01614,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,4,28.0,28.0,9.1092,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,5,14.0,14.0,9.065969,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,6,18.0,18.0,9.03531,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,7,111.0,111.0,8.650849,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,8,125.0,125.0,8.9385195,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,9,24.0,24.0,8.8041,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,10,8.0,8.0,9.01235,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,11,89.0,89.0,9.200399,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,12,241.0,241.0,8.917009,0,0.0,1.0,1.0
100000,1.0,0.8,0.9210340371976192,9.210340371976184,0.10000000000000009,0.0071448639945147895,1.0,exponential,13,2.0,2.0,9.12121,0,0.0,1.0,1.0
