N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,kappa_1_at_t0,kappa_1_at_stop,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0,num_classes,T_MAX
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,0,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6308,691,0.0691,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,1,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6116,720,0.072,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,2,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5988998,762,0.0762,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,3,False,,,1000000,1000000,"min(t_0, 1000000)",,2.569,767,0.076699995,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,4,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6208,725,0.0725,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,5,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6392999,726,0.0726,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,6,False,,,1000000,1000000,"min(t_0, 1000000)",,2.595,754,0.075399995,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,7,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5869,786,0.0786,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,8,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5953999,775,0.0775,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,9,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6137,728,0.072799996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,10,True,0.0,0.0,0,0,"min(t_0, 1000000)",8.2851,8.2851,0,0.0,1.0,1.0,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,11,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6173,742,0.0742,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,12,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6159,744,0.0744,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,13,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6199,695,0.0695,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,14,True,0.0,0.0,0,0,"min(t_0, 1000000)",8.2586,8.2586,0,0.0,1.0,1.0,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,15,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6404998,664,0.0664,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,16,False,,,1000000,1000000,"min(t_0, 1000000)",,2.602,784,0.0784,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,17,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6225998,710,0.070999995,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,18,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5939999,769,0.0769,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,19,False,,,1000000,1000000,"min(t_0, 1000000)",,2.612,714,0.0714,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,20,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5902998,771,0.0771,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,21,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5802,753,0.0753,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,22,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5993,743,0.0743,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,23,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6032,737,0.073699996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,24,True,0.0,0.0,0,0,"min(t_0, 1000000)",8.3355,8.3355,0,0.0,1.0,1.0,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,25,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6362998,733,0.0733,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,26,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5891,759,0.075899996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,27,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6053998,781,0.078099996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,28,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6213999,721,0.0721,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,29,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6158,744,0.0744,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,30,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6445,725,0.0725,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,31,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6259,732,0.073199995,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,32,False,,,1000000,1000000,"min(t_0, 1000000)",,2.5906,770,0.077,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,33,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6083,730,0.073,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,34,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6283,707,0.0707,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,35,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6236,723,0.072299995,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,36,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6427999,721,0.0721,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,37,False,,,1000000,1000000,"min(t_0, 1000000)",,2.61,724,0.072399996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,38,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6067,736,0.0736,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,39,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6169,716,0.0716,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,40,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6046,717,0.0717,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,41,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6037,742,0.0742,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,42,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6006,751,0.0751,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,43,True,0.0,0.0,0,0,"min(t_0, 1000000)",8.3108,8.3108,0,0.0,1.0,1.0,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,44,False,,,1000000,1000000,"min(t_0, 1000000)",,2.631,769,0.0769,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,45,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6597998,692,0.0692,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,46,True,0.0,0.0,0,0,"min(t_0, 1000000)",8.2933,8.2933,0,0.0,1.0,1.0,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,47,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6036,772,0.077199996,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,48,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6111999,733,0.0733,,,10000,1000000
10000,5.0,0.9,16.500161453949396,8.289306334778566,1.9905358527674886,-0.30437204845069243,5.0,exponential,49,False,,,1000000,1000000,"min(t_0, 1000000)",,2.6346,706,0.070599996,,,10000,1000000
