N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,t_0,first_loss_time,kappa_1_at_t0,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,0,607.0,607.0,5.6656,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,1,1955.0,1955.0,5.6168,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,2,1750.0,1750.0,5.9084997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,3,21.0,21.0,5.383,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,4,274.0,274.0,5.9388,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,5,158.0,158.0,5.6948,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,6,1764.0,1764.0,5.6363,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,7,546.0,546.0,5.5562,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,8,428.0,428.0,5.693,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,9,1754.0,1754.0,5.7311,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,10,68.0,68.0,5.8128,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,11,404.0,404.0,5.4686,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,12,412.0,412.0,5.6468997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,13,346.0,346.0,5.647,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,14,378.0,378.0,6.0334,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,15,387.0,387.0,5.6035,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,16,363.0,363.0,5.5766,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,17,88.0,88.0,5.6646,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,18,147.0,147.0,5.7274,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,19,274.0,274.0,5.8623,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,20,552.0,552.0,5.4421,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,21,57.0,57.0,5.9786997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,22,447.0,447.0,5.4997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,23,324.0,324.0,5.7651,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,24,105.0,105.0,5.6826997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,25,688.0,688.0,5.5706997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,26,272.0,272.0,5.744,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,27,113.0,113.0,5.7328,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,28,84.0,84.0,6.1050997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,29,503.0,503.0,6.0224,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,30,292.0,292.0,5.8034,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,31,1125.0,1125.0,5.5780997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,32,1035.0,1035.0,5.8176,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,33,128.0,128.0,5.5311,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,34,406.0,406.0,5.7232,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,35,943.0,943.0,5.9315,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,36,640.0,640.0,5.5172997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,37,535.0,535.0,5.5021,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,38,117.0,117.0,5.7648,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,39,2127.0,2127.0,5.6748,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,40,1452.0,1452.0,5.8174996,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,41,461.0,461.0,6.1514997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,42,644.0,644.0,5.4104,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,43,1146.0,1146.0,5.9964,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,44,2232.0,2232.0,5.641,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,45,783.0,783.0,5.7879996,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,46,107.0,107.0,5.5572,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,47,570.0,570.0,5.822,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,48,1331.0,1331.0,5.7439,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,49,1370.0,1370.0,5.8022,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,50,389.0,389.0,5.5964,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,51,283.0,283.0,5.403,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,52,788.0,788.0,5.8905,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,53,2054.0,2054.0,6.0737996,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,54,389.0,389.0,5.8259997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,55,130.0,130.0,5.8808,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,56,1969.0,1969.0,5.9526,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,57,331.0,331.0,5.8542,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,58,228.0,228.0,5.8947,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,59,77.0,77.0,5.6752996,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,60,446.0,446.0,5.6261,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,61,1368.0,1368.0,5.7601,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,62,1191.0,1191.0,5.8152,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,63,2307.0,2307.0,5.7281,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,64,524.0,524.0,5.6507998,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,65,81.0,81.0,5.8589,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,66,882.0,882.0,5.7760997,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,67,2099.0,2099.0,5.5827,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,68,468.0,468.0,5.7562,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,69,1073.0,1073.0,5.8357,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,70,139.0,139.0,5.7662,0,0.0,1.0,1.0
10000,5.0,0.6,0.6940598702985563,5.52620422318571,0.12559432157547903,0.03965076631322796,5.0,exponential,71,1286.0,1286.0,5.8371997,0,0.0,1.0,1.0
