N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,kappa_1_at_t0,kappa_1_at_stop,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0,num_classes,T_MAX
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,0,True,1415.0,1415.0,1415,1415,"min(t_0, 1000000)",2.3553,2.3553,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,1,True,32311.0,32311.0,32311,32311,"min(t_0, 1000000)",1.9203,1.9203,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,2,True,10147.0,10147.0,10147,10147,"min(t_0, 1000000)",2.5883,2.5883,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,3,True,6835.0,6835.0,6835,6835,"min(t_0, 1000000)",2.1729999,2.1729999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,4,True,2910.0,2910.0,2910,2910,"min(t_0, 1000000)",2.2409,2.2409,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,5,True,9843.0,9843.0,9843,9843,"min(t_0, 1000000)",2.5648,2.5648,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,6,True,4292.0,4292.0,4292,4292,"min(t_0, 1000000)",2.6492999,2.6492999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,7,True,15658.0,15658.0,15658,15658,"min(t_0, 1000000)",2.789,2.789,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,8,True,6561.0,6561.0,6561,6561,"min(t_0, 1000000)",1.9123,1.9123,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,9,True,6852.0,6852.0,6852,6852,"min(t_0, 1000000)",1.9732,1.9732,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,10,True,5247.0,5247.0,5247,5247,"min(t_0, 1000000)",2.4678,2.4678,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,11,True,7867.0,7867.0,7867,7867,"min(t_0, 1000000)",1.8908999,1.8908999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,12,True,3406.0,3406.0,3406,3406,"min(t_0, 1000000)",2.7189999,2.7189999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,13,True,7523.0,7523.0,7523,7523,"min(t_0, 1000000)",1.9915999,1.9915999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,14,True,6088.0,6088.0,6088,6088,"min(t_0, 1000000)",2.3047,2.3047,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,15,True,6299.0,6299.0,6299,6299,"min(t_0, 1000000)",1.9323,1.9323,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,16,True,698.0,698.0,698,698,"min(t_0, 1000000)",2.0695,2.0695,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,17,True,6079.0,6079.0,6079,6079,"min(t_0, 1000000)",2.2542999,2.2542999,0,0.0,1.0,1.0,10000,1000000
10000,0.7,0.2,0.0008135864664005133,1.842068074395237,0.00044167014113613535,0.772399071073584,0.6999999999999998,exponential,18,True,21736.0,21736.0,21736,21736,"min(t_0, 1000000)",2.3272,2.3272,0,0.0,1.0,1.0,10000,1000000
