N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,kappa_1_at_t0,kappa_1_at_stop,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0,num_classes,T_MAX
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,0,True,58300.0,58300.0,58300,58300,"min(t_0, 10000000)",2.63686,2.63686,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,1,True,35600.0,35600.0,35600,35600,"min(t_0, 10000000)",2.88536,2.88536,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,2,True,20670.0,20670.0,20670,20670,"min(t_0, 10000000)",2.50416,2.50416,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,3,True,27728.0,27728.0,27728,27728,"min(t_0, 10000000)",2.6312199,2.6312199,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,4,True,23186.0,23186.0,23186,23186,"min(t_0, 10000000)",2.5973198,2.5973198,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,5,True,87360.0,87360.0,87360,87360,"min(t_0, 10000000)",3.0606298,3.0606298,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,6,True,10479.0,10479.0,10479,10479,"min(t_0, 10000000)",3.13651,3.13651,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,7,True,15491.0,15491.0,15491,15491,"min(t_0, 10000000)",3.02906,3.02906,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,8,True,64185.0,64185.0,64185,64185,"min(t_0, 10000000)",2.4011,2.4011,0,0.0,1.0,1.0,100000,10000000
100000,1.3,0.2,0.00029933606208922605,2.302585092994046,0.00013000000000000004,0.70476819179874,1.3,exponential,9,True,52215.0,52215.0,52215,52215,"min(t_0, 10000000)",2.73025,2.73025,0,0.0,1.0,1.0,100000,10000000
