N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,t_0,first_loss_time,kappa_1_at_t0,X0_count_at_stop,X_0_at_stop,leading_zero_count_at_t0,first_nonzero_class_at_t0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,0,353435.0,353435.0,7.8641596,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,1,2155059.0,2155059.0,7.7577796,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,3,183803.0,183803.0,7.7837896,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,4,1.0,1.0,9.31641,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,5,4549861.0,4549861.0,7.88227,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,6,104251.0,104251.0,7.69271,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,7,1295172.0,1295172.0,7.6068797,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,8,847336.0,847336.0,7.8214097,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,9,2275384.0,2275384.0,7.6445,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,10,2700709.0,2700709.0,7.87362,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,11,3760714.0,3760714.0,7.93103,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,12,3262238.0,3262238.0,7.7928,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,13,238800.0,238800.0,7.80676,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,14,2800469.0,2800469.0,7.63479,0,0.0,1.0,1.0
100000,1.0,0.9,3.2766360300953092,10.361632918473205,0.31622776601683783,-0.10308564049496136,0.9999999999999999,one_minus_alpha_power,15,1818251.0,1818251.0,7.53861,0,0.0,1.0,1.0
