N,psi,delta,u,u_div_s,s,effective_beta,psi_check,selection_mode,update_order,path_index,hit_x0_zero,t_0,first_loss_time,num_classes,T_MAX
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,0,True,240.0,240.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,1,True,404.0,404.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,2,True,190.0,190.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,3,True,934.0,934.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,4,True,201.0,201.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,5,True,152.0,152.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,6,True,758.0,758.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,7,True,1880.0,1880.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,8,True,237.0,237.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,9,True,1605.0,1605.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,10,True,148.0,148.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,11,True,862.0,862.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,12,True,165.0,165.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,13,True,1801.0,1801.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,14,True,1714.0,1714.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,15,True,519.0,519.0,256,1000000
10000,0.7,0.4,0.010266767126901843,3.684136148790474,0.0027867501938744826,0.4971415721575887,0.7,one_minus_s_power,mutation_first,16,True,1132.0,1132.0,256,1000000
