time,X_0_mean,X_1_mean,X_2_mean,X_3_mean,kappa_1_mean,X_0_sd,X_1_sd,X_2_sd,X_3_sd,kappa_1_sd,X_0_se,X_1_se,X_2_se,X_3_se,kappa_1_se
3923,5.059999879449606e-05,0.000722399975580629,0.005190599867695709,0.01893839951096743,8.167210801362991,0.0009645880152152742,0.005280968157859502,0.01700257230916338,0.037626515769478806,1.7246111582271848,3.0502951317814184e-05,0.00016699887629659664,0.0005376685457866486,0.0011898549024779606,0.054536993381389405
3924,4.8199999146163467e-05,0.0007312999777495861,0.005222199869240285,0.018957099478371674,8.167278892993927,0.0009078551312141421,0.005351514488732576,0.017131102411733205,0.037632952130649815,1.7248660922306633,2.8708900001077144e-05,0.00016922974715786432,0.0005417330245068056,0.0011900584380893993,0.05454505510242958
3925,4.609999898821116e-05,0.0007337999869778287,0.005190999855207337,0.018951199515344342,8.168490302085877,0.0008738239671559186,0.0053835619723945315,0.017038107876607568,0.03767201463432321,1.7254672342092072,2.7632740102568693e-05,0.00017024317757435246,0.0005387922790973501,0.0011912937029165654,0.05456406488092297
3926,4.359999857842922e-05,0.0007425999879196751,0.005179799860328785,0.018836899511996307,8.169071995019912,0.0008301735818363436,0.005433461793608413,0.016983933873475226,0.03744284703916667,1.725773140761551,2.6252393719030352e-05,0.00017182114847306298,0.0005370791466986772,0.001184046787250585,0.05457373849548873
3927,4.29999977350235e-05,0.0007399999760382343,0.005128399897585041,0.01880299954223301,8.170013795137406,0.000848876620262431,0.005436544298213824,0.016818510162008284,0.03744023205294231,1.725292291490875,2.684383572495122e-05,0.00017191862582757356,0.0005318479896263366,0.0011839640941253957,0.05455853270642306
3928,3.839999996125698e-05,0.0007399999867775478,0.00513049987735576,0.0188633995832497,8.171241899490356,0.0007505656473687605,0.005464294788816125,0.016892810056397412,0.03749223161277298,1.7258070297600552,2.373496979164049e-05,0.00017279617339247726,0.0005341975585881328,0.0011856084645893068,0.05457481015971768
3929,3.639999963343143e-05,0.0007333999816037249,0.005130599872027233,0.018795799506129696,8.173584896802902,0.0006980704341657824,0.005383798703489671,0.016888348838639246,0.03735399003076089,1.7264859679190312,2.2074925391864952e-05,0.00017025066366888872,0.0005340564824955948,0.0011812368819242752,0.054596280069445335
3930,3.579999972134829e-05,0.0007290999857068527,0.005157599885991658,0.018789699522341833,8.174268494844437,0.0006853086966254977,0.005256507677309628,0.016975847297325628,0.03726748878613314,1.726513654551469,2.1671363816579205e-05,0.00016622536798459813,0.0005368234267076259,0.0011785014723896443,0.054597155597637774
3931,3.539999946951866e-05,0.000738799984799698,0.005146599877480185,0.01887779954689904,8.176526186466218,0.0006853879066114687,0.00529906348588246,0.016901272921904235,0.03761454153696479,1.728236748204833,2.167386865627019e-05,0.0001675711008122008,0.0005344651778934652,0.0011894762439981935,0.05465164460330188
3932,3.709999937564135e-05,0.0007317999887745827,0.005176499900029739,0.018846799531442228,8.177538995742799,0.000696878191601191,0.00523916759237054,0.01701908392832877,0.037654150521448715,1.728688456040412,2.203722337158986e-05,0.00016567702635231514,0.0005381906890308477,0.001190728790065948,0.054665928859275625
