N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,leading_zero_count_at_t0,first_nonzero_class_at_t0,kappa_1_at_t0,final_kappa_1,final_X0_count,final_X_0,num_classes,T_MAX
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,43,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8587,4940,0.494,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,44,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.692,5037,0.50369996,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,45,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.91599995,4269,0.4269,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,46,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.4534999,2299,0.22989999,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,47,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.5448,5307,0.53069997,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,48,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2161,1952,0.1952,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,49,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8986,2983,0.2983,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,50,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0882,3542,0.3542,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,51,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.56229997,5821,0.5821,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,52,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1557,1823,0.1823,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,53,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.5575,5943,0.5943,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,54,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2353,888,0.0888,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,55,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.354,1552,0.15519999,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,56,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3348,2583,0.2583,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,57,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.86789995,2888,0.2888,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,58,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0141,2686,0.2686,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,59,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2573999,1826,0.18259999,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,60,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1115999,3232,0.3232,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,61,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.6847,1390,0.139,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,62,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.48029998,6404,0.6404,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,63,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.7212,5038,0.5038,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,64,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.96419996,1870,0.18699999,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,65,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.0009,895,0.089499995,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,66,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.6437,2049,0.2049,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,67,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.49379998,6992,0.6992,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,68,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1848999,3110,0.311,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,69,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3093,2590,0.259,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,70,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.416,1690,0.169,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,71,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.074,3165,0.31649998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,72,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.5649,5663,0.5663,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,73,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9069,4251,0.4251,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,74,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3561,2409,0.2409,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,75,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8045,5198,0.5198,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,76,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2335,2993,0.2993,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,77,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6739,4745,0.4745,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,78,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.5101,1387,0.1387,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,79,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3072,2922,0.2922,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,80,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.72249997,5199,0.51989996,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,81,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0682,5424,0.5424,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,82,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.43019998,6023,0.6023,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,83,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.66359997,4831,0.4831,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,84,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.009,3183,0.31829998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,85,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3964,2017,0.2017,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,86,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.82159996,4616,0.46159998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,87,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.62979996,5420,0.542,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,88,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8059,4534,0.4534,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,89,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.3457999,622,0.0622,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,90,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.7334,5780,0.578,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,91,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2551999,2553,0.2553,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,92,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0651,2410,0.241,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,93,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0694,2394,0.2394,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,94,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6421,5271,0.52709997,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,95,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2622,3010,0.301,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,96,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.91889995,2895,0.2895,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,97,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9736,4963,0.49629998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,98,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9932,4921,0.4921,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,99,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8117,3829,0.3829,10000,1000
