N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,leading_zero_count_at_t0,first_nonzero_class_at_t0,kappa_1_at_t0,final_kappa_1,final_X0_count,final_X_0,num_classes,T_MAX
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,0,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8971,4135,0.41349998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,1,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9644,4489,0.44889998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,2,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1761,2882,0.2882,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,3,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1622,1854,0.1854,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,4,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9194,3167,0.31669998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,5,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6982,4712,0.4712,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,6,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.54789996,5660,0.566,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,7,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.909,3979,0.3979,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,8,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.87829995,4054,0.40539998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,9,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.34939998,6904,0.6904,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,10,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.91749996,4596,0.4596,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,11,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2393999,2541,0.2541,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,12,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1783,1340,0.134,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,13,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0056,4177,0.4177,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,14,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0016,3649,0.3649,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,15,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.89019996,4326,0.4326,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,16,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8024,4489,0.44889998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,17,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2008,3468,0.3468,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,18,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0028,3308,0.3308,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,19,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1887,1840,0.184,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,20,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0878999,2565,0.2565,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,21,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.7711,4102,0.4102,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,22,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.85429996,4389,0.4389,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,23,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6264,5169,0.5169,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,24,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.8167,4684,0.4684,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,25,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.608,5466,0.5466,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,26,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9802,3119,0.3119,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,27,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.2716,3147,0.31469998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,28,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.5044,2736,0.27359998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,29,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.97279996,4673,0.4673,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,30,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6933,4875,0.48749998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,31,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.67429996,4214,0.42139998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,32,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1199,1499,0.14989999,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,33,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0453,3921,0.39209998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,34,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.5143,5229,0.5229,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,35,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.89879996,3271,0.32709998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,36,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9802,5150,0.515,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,37,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.9916,4616,0.46159998,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,38,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.95369995,2490,0.249,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,39,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1164,2595,0.2595,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,40,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.1832,2826,0.2826,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,41,False,,,1000,1000,"min(5 * t_0, 1000)",,,,1.0718,3423,0.3423,10000,1000
10000,1.0,0.1,0.00023135329009951882,0.9210340371976184,0.00025118864315095806,0.9089310799931435,1.0,exponential,42,False,,,1000,1000,"min(5 * t_0, 1000)",,,,0.6139,5587,0.55869997,10000,1000
