N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,hit_x0_zero,t_0,first_loss_time,stop_time,simulated_until,simulated_until_rule,leading_zero_count_at_t0,first_nonzero_class_at_t0,kappa_1_at_t0,final_kappa_1,final_X0_count,final_X_0,num_classes,T_MAX
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,0,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.1504,976,0.0976,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,1,False,,,1000,1000,"min(5 * t_0, 1000)",,,,3.9164999,35,0.0034999999,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,2,True,489.0,489.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.1754,3.277,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,3,False,,,1000,1000,"min(5 * t_0, 1000)",,,,3.1578,208,0.0208,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,4,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.9436998,422,0.0422,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,5,True,826.0,826.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.1764998,3.0684,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,6,False,,,1000,1000,"min(5 * t_0, 1000)",,,,3.129,440,0.044,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,7,False,,,1000,1000,"min(5 * t_0, 1000)",,,,3.3827,418,0.0418,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,8,True,444.0,444.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.1467,3.8028,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,9,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.7831,354,0.0354,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,10,True,824.0,824.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.1567,3.4492998,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,11,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.6799,980,0.098,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,12,True,832.0,832.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.7586,3.6213,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,13,True,346.0,346.0,1000,1000,"min(5 * t_0, 1000)",1.0,1.0,3.6401,3.9046,0,0.0,10000,1000
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,14,False,,,1000,1000,"min(5 * t_0, 1000)",,,,2.6757,640,0.063999996,10000,1000
