N,psi,delta,lambda,theta,alpha,effective_beta,psi_check,selection_mode,path_index,time,X0_count,X_0,is_first_loss_record,hit_x0_zero,t_0,stop_time,leading_zero_count_at_t0,first_nonzero_class_at_t0
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,0,0,674,0.0674,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,1,0,622,0.0622,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,2,0,666,0.0666,False,True,489.0,1000,1.0,1.0
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,3,0,618,0.0618,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,4,0,561,0.0561,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,5,0,626,0.0626,False,True,826.0,1000,1.0,1.0
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,6,0,654,0.0654,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,7,0,605,0.0605,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,8,0,646,0.0646,False,True,444.0,1000,1.0,1.0
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,9,0,636,0.0636,False,False,,1000,,
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,10,0,642,0.0642,False,True,824.0,1000,1.0,1.0
10000,1.0,0.3,0.004379221726738444,2.763102111592855,0.0015848931924611136,0.5896507663132279,1.0,exponential,11,0,654,0.0654,False,False,,1000,,
